Date,PLXS,ORCL,MSFT,UIS,PLAB,IBM,AAPL,AMAT,TXN,GLW,COHR,CMTL,AVT,HPQ,XRX,CTS,ARW,COHU,ROG,ADP,DIOD,SWKS,KLAC,KLIC,LRCX,SMTC,TER,MU,VSH,INTC,ADI,AMD,PAYX,AGYS,WDC,VOXX,ADBE,CRUS,CGNX,DGII,LSCC,CSCO,VICR,ASPT,TYL,BHE,TRMB,ESE,PRGS,ZBRA,QCOM,ROP,SNPS,KOPN,LFUS,UEIC,INTU,MCHP,JBL,SANM,IT,ITRI,DAKT,SCSC,ADTN,AZPN,SSYS,VECO,NSIT,HLIT,NTAP,WSTL,CSGS,KVHI,ANSS,PEGA,MVIS,TTEC,SEAC,VSAT,CIEN,APH,FARO,CCRD,OSIS,ADSK,POWI,VRSN,GNSS,MANH,AMKR,CTSH,MSTR,BELFB,NVDA,MKSI,EXTR,FFIV,JNPR,NTCT,AKAM,TDY,DMRC,SLAB,UTSI,PXLW,ACLS,ENTG,TTMI,JKHY,PDFS,FALC,SYNA,VRNT,LYTS,FORM,NTGR,SNX
2005-01-03,11.989999771118164,10.881503105163574,18.593435287475586,100.0,15.90999984741211,51.656803131103516,0.9544084668159485,12.335078239440918,15.64220905303955,7.902729511260986,10.59000015258789,16.034698486328125,14.345834732055664,6.139542102813721,22.37461280822754,11.184922218322754,24.389999389648438,13.77112102508545,42.5,21.766510009765625,9.93777847290039,7.543711185455322,24.102415084838867,7.407742977142334,23.911285400390625,21.399999618530273,15.335832595825195,11.775237083435059,10.578453063964844,13.334909439086914,22.90979766845703,21.40999984741211,17.651945114135742,16.059885025024414,8.432586669921875,15.569999694824219,30.83894920349121,5.349999904632568,5.402538299560547,16.8799991607666,5.480000019073486,14.245946884155273,12.035873413085938,0.11500000208616257,8.1899995803833,19.999073028564453,8.082500457763672,34.09165954589844,14.404953956604004,55.5099983215332,29.2722110748291,27.14790916442871,19.40999984741211,3.819999933242798,30.046741485595703,17.25,19.399581909179688,4.73069429397583,19.288551330566406,49.20000076293945,12.350000381469727,23.6299991607666,7.507944107055664,30.264999389648438,13.946391105651855,6.110000133514404,17.135000228881836,20.440000534057617,20.360000610351562,8.140000343322754,26.816362380981445,26.360000610351562,15.289202690124512,9.9399995803833,16.125,3.944028854370117,57.52000045776367,8.370380401611328,345.20001220703125,23.799999237060547,23.239999771118164,1.8333786725997925,30.329999923706055,2.0299999713897705,21.75,37.41070556640625,8.622591972351074,27.648361206054688,10.613061904907227,6.005000114440918,6.460129261016846,9.925490379333496,5.84499979019165,27.421466827392578,0.08300010114908218,15.484878540039062,6.420000076293945,23.524999618530273,22.380413055419922,6.739999771118164,12.819999694824219,29.81999969482422,8.830141067504883,34.290000915527344,266.3999938964844,36.47999954223633,31.559999465942383,9.414445877075195,11.329999923706055,16.890920639038086,16.149999618530273,967.0,19.639999389648438,18.599082946777344,6.629493713378906,26.75,10.366004943847656,11.223920822143555
2005-01-04,11.1899995803833,10.597498893737793,18.662965774536133,98.19999694824219,15.4399995803833,51.10192108154297,0.9642100930213928,12.1003999710083,15.267003059387207,7.781251430511475,10.454999923706055,15.264019966125488,13.80538272857666,6.098708152770996,22.044994354248047,10.798951148986816,23.530000686645508,13.145509719848633,42.15999984741211,21.419025421142578,9.328888893127441,7.392668724060059,23.320281982421875,6.933575630187988,23.050859451293945,20.520000457763672,14.410317420959473,11.441605567932129,10.250384330749512,13.069026947021484,22.286529541015625,20.209999084472656,17.2978515625,15.460494995117188,8.220590591430664,15.65999984741211,30.024110794067383,5.079999923706055,5.168254852294922,16.43000030517578,5.159999847412109,13.685544967651367,11.553007125854492,0.10599999874830246,8.020000457763672,19.31028938293457,8.029999732971191,33.94498062133789,13.885634422302246,54.470001220703125,29.140775680541992,26.7275390625,18.579999923706055,3.5899999141693115,29.72528839111328,17.329999923706055,18.761966705322266,4.6488165855407715,18.819429397583008,46.7400016784668,12.149999618530273,23.15999984741211,7.322639465332031,30.264999389648438,13.400918960571289,5.989999771118164,16.81999969482422,19.40999984741211,19.780000686645508,8.380000114440918,25.750267028808594,25.440000534057617,14.977863311767578,11.140000343322754,16.200000762939453,3.592628240585327,54.720001220703125,8.299670219421387,337.3999938964844,22.809999465942383,21.420000076293945,1.7759755849838257,29.329999923706055,2.0199999809265137,20.65999984741211,34.98196029663086,8.091063499450684,26.7227840423584,9.404352188110352,5.570000171661377,5.943318843841553,9.81396770477295,5.683000087738037,25.739370346069336,0.07909298688173294,14.720396995544434,5.980000019073486,22.360000610351562,21.52924919128418,6.739999771118164,12.199999809265137,29.18000030517578,8.78215217590332,33.2599983215332,256.32000732421875,34.91999816894531,29.559999465942383,9.063599586486816,10.899999618530273,16.32465171813965,15.569999694824219,916.0,19.799999237060547,18.257768630981445,6.752046585083008,25.0,10.111662864685059,10.796744346618652
2005-01-05,10.930000305175781,10.62995433807373,18.62125015258789,97.5999984741211,15.1899995803833,50.99623489379883,0.9726547002792358,11.89505672454834,14.807703971862793,7.693516731262207,10.234999656677246,15.519441604614258,13.678213119506836,6.124958038330078,21.609891891479492,10.077338218688965,23.809999465942383,12.886106491088867,41.95000076293945,21.329683303833008,9.133333206176758,7.375889301300049,22.942522048950195,6.754646301269531,22.267871856689453,19.780000686645508,14.215956687927246,11.314043045043945,10.060831069946289,12.94185733795166,22.387258529663086,19.75,17.17629623413086,15.945716857910156,8.032151222229004,15.329999923706055,29.859142303466797,4.989999771118164,5.046107292175293,15.90999984741211,5.010000228881836,13.692914009094238,11.356284141540527,0.10599999874830246,7.860000133514404,19.45529556274414,7.962500095367432,32.96413040161133,13.588878631591797,52.56999969482422,29.265274047851562,26.754657745361328,18.06999969482422,3.380000114440918,28.930580139160156,17.0,18.54943084716797,4.506895065307617,18.42850112915039,46.31999969482422,12.0,22.889999389648438,7.1774821281433105,29.700000762939453,13.106071472167969,5.860000133514404,17.200000762939453,18.790000915527344,20.079999923706055,7.989999771118164,25.791271209716797,24.280000686645508,15.146147727966309,11.430000305175781,16.200000762939453,3.421550750732422,53.7599983215332,8.299670219421387,328.0,21.899999618530273,21.209999084472656,1.7346851825714111,28.6299991607666,2.0799999237060547,21.719999313354492,35.2518196105957,7.786684513092041,26.017990112304688,9.522275924682617,5.712500095367432,5.535834312438965,9.723799705505371,5.644000053405762,25.398191452026367,0.07983215898275375,14.19376277923584,5.980000019073486,22.239999771118164,21.395734786987305,6.360000133514404,12.0,28.399999618530273,8.705368995666504,32.2599983215332,248.52000427246094,34.59000015258789,27.84000015258789,8.810205459594727,10.319999694824219,16.413637161254883,15.0,825.0,19.333332061767578,18.059093475341797,6.623656272888184,23.780000686645508,10.16749382019043,10.44467544555664
2005-01-06,10.619999885559082,10.72732925415039,18.600385665893555,97.0,15.0,50.83769607543945,0.9734086394309998,11.80705451965332,14.749481201171875,7.9229736328125,10.225000381469727,15.55467414855957,13.590792655944824,6.11329460144043,21.517610549926758,9.976651191711426,24.209999084472656,12.8937349319458,41.70000076293945,21.185731887817383,8.702221870422363,7.333929538726807,22.51154327392578,6.629394054412842,22.10439109802246,19.719999313354492,14.040109634399414,11.196290969848633,9.966055870056152,12.982322692871094,22.349489212036133,19.719999313354492,17.0283145904541,15.974260330200195,7.961487770080566,15.649999618530273,29.364238739013672,4.949999809265137,5.006058216094971,15.880000114440918,4.920000076293945,13.899382591247559,11.177444458007812,0.0949999988079071,7.829999923706055,19.835947036743164,7.820000171661377,33.550804138183594,13.304491996765137,52.650001525878906,29.74253273010254,26.85862159729004,17.899999618530273,3.299999952316284,29.109169006347656,17.8700008392334,18.43186378479004,4.454129219055176,18.186120986938477,46.439998626708984,12.050000190734863,22.8799991607666,7.121891498565674,29.975000381469727,13.297723770141602,5.940000057220459,18.56999969482422,18.299999237060547,19.940000534057617,7.980000019073486,25.52884292602539,24.84000015258789,15.154568672180176,12.239999771118164,15.720000267028809,3.2366013526916504,53.68000030517578,8.175926208496094,334.0,22.1299991607666,21.420000076293945,1.709507942199707,29.56999969482422,2.0899999141693115,21.18000030517578,35.081905364990234,7.904801845550537,25.967041015625,9.669679641723633,5.827499866485596,5.426508903503418,9.607536315917969,5.690999984741211,25.548952102661133,0.07905793190002441,13.955925941467285,6.039999961853027,21.145000457763672,21.011886596679688,6.400000095367432,11.9399995803833,28.420000076293945,8.657379150390625,32.13999938964844,239.27999877929688,34.16999816894531,27.760000228881836,8.52757740020752,10.079999923706055,17.020347595214844,14.760000228881836,820.0,18.65333366394043,17.855323791503906,6.5886430740356445,22.989999771118164,9.900744438171387,10.238128662109375
2005-01-07,10.869999885559082,10.816585540771484,18.544761657714844,94.19999694824219,15.050000190734863,50.61573028564453,1.0442839860916138,11.84372615814209,14.827109336853027,8.0174560546875,9.977499961853027,15.369709014892578,13.670269966125488,6.078291893005371,21.398948669433594,10.018604278564453,23.899999618530273,12.428340911865234,41.29999923706055,21.14601707458496,9.022221565246582,7.258409023284912,22.86270523071289,6.539927005767822,22.173221588134766,19.65999984741211,14.34553050994873,11.245355606079102,9.8056640625,13.178844451904297,22.380970001220703,19.920000076293945,16.970184326171875,15.745915412902832,7.930083751678467,15.600000381469727,29.384233474731445,4.989999771118164,4.96801233291626,15.649999618530273,4.829999923706055,13.803523063659668,11.25792407989502,0.10000000149011612,7.769999980926514,19.497591018676758,7.659999847412109,33.078731536865234,13.29212474822998,53.099998474121094,29.894716262817383,26.845073699951172,17.979999542236328,3.309999942779541,28.43054962158203,17.420000076293945,18.662487030029297,4.463225841522217,17.982839584350586,47.099998474121094,12.0,22.649999618530273,7.208368301391602,32.17499923706055,12.833329200744629,5.610000133514404,17.290000915527344,18.600000381469727,19.780000686645508,7.630000114440918,24.99580192565918,25.239999771118164,15.129323959350586,11.40999984741211,14.864999771118164,3.231978178024292,53.20000076293945,8.025667190551758,325.6000061035156,22.239999771118164,21.06999969482422,1.7120260000228882,29.239999771118164,2.0999999046325684,20.829999923706055,34.282318115234375,7.850287914276123,26.281227111816406,9.63037109375,5.722499847412109,5.197919845581055,9.61465072631836,5.63100004196167,25.191890716552734,0.07754408568143845,13.616156578063965,5.949999809265137,21.100000381469727,21.245532989501953,6.179999828338623,12.149999618530273,28.06999969482422,9.050896644592285,31.700000762939453,191.63999938964844,34.02000045776367,27.15999984741211,8.556814193725586,10.029999732971191,17.279220581054688,14.819999694824219,828.0,17.733333587646484,17.72287368774414,6.582805156707764,22.260000228881836,10.235732078552246,10.552643775939941
2005-01-10,10.75,10.702986717224121,18.635154724121094,93.0999984741211,15.079999923706055,50.56290817260742,1.0399113893508911,11.858388900756836,14.626572608947754,8.024202346801758,10.022500038146973,15.17594051361084,13.431836128234863,6.069540023803711,21.2802791595459,10.236763954162598,23.6299991607666,12.443602561950684,41.72999954223633,21.16090965270996,9.4622220993042,7.2332353591918945,22.479629516601562,6.343103408813477,22.285078048706055,19.399999618530273,14.215956687927246,11.215914726257324,9.761922836303711,13.225088119506836,22.292827606201172,20.1299991607666,16.838056564331055,15.745915412902832,7.9457855224609375,15.869999885559082,29.40423011779785,4.900000095367432,5.050111770629883,15.770000457763672,4.800000190734863,13.803523063659668,11.642427444458008,0.10000000149011612,7.880000114440918,19.672809600830078,7.675000190734863,33.5966682434082,13.45286750793457,53.84000015258789,29.8463134765625,26.939985275268555,18.049999237060547,3.319999933242798,28.85022735595703,17.690000534057617,18.725793838500977,4.461408615112305,18.186120986938477,45.540000915527344,11.949999809265137,22.979999542236328,7.196011543273926,32.70000076293945,12.943902015686035,5.449999809265137,17.7450008392334,18.309999465942383,19.809999465942383,7.889999866485596,25.200817108154297,25.760000228881836,15.070423126220703,11.430000305175781,15.210000038146973,3.1949870586395264,52.31999969482422,8.175926208496094,328.20001220703125,22.719999313354492,21.06999969482422,1.7457635402679443,29.100000381469727,2.190000057220459,21.360000610351562,34.22235107421875,7.8639140129089355,26.17932891845703,9.777774810791016,5.677499771118164,5.058778285980225,9.377368927001953,5.752999782562256,25.67589569091797,0.07772020995616913,13.318860054016113,5.829999923706055,21.7450008392334,21.562633514404297,6.050000190734863,12.130000114440918,28.530000686645508,8.96451473236084,31.200000762939453,197.63999938964844,33.41999816894531,27.959999084472656,8.342408180236816,10.09000015258789,17.149776458740234,15.119999885559082,840.0,19.233333587646484,17.457971572875977,6.722866058349609,22.889999389648438,10.403225898742676,10.44467544555664
2005-01-11,10.5,10.71109676361084,18.58648109436035,87.5,14.850000381469727,50.20353698730469,0.9735592007637024,11.84372615814209,14.471309661865234,7.936472415924072,9.947500228881836,14.458096504211426,13.312614440917969,5.847877025604248,21.319833755493164,10.010211944580078,23.350000381469727,12.245233535766602,42.099998474121094,21.200618743896484,9.484443664550781,6.998281955718994,22.570077896118164,6.155226230621338,22.001142501831055,19.1200008392334,13.734689712524414,10.882284164428711,9.63798713684082,13.028570175170898,22.085067749023438,14.859999656677246,16.84862518310547,15.66028881072998,7.812310695648193,16.100000381469727,29.054298400878906,4.739999771118164,4.9579997062683105,15.210000038146973,4.71999979019165,13.744534492492676,11.356284141540527,0.11500000208616257,7.820000171661377,19.06256675720215,7.760000228881836,33.37663650512695,13.10665225982666,51.66999816894531,29.90852928161621,26.96710968017578,17.8700008392334,3.2200000286102295,28.600208282470703,17.65999984741211,18.345945358276367,4.417739391326904,17.842103958129883,44.58000183105469,11.720000267028809,22.829999923706055,7.220717906951904,32.3650016784668,12.619568824768066,5.420000076293945,17.5,18.09000015258789,19.399999618530273,7.5,26.004491806030273,25.0,14.708599090576172,11.0,15.0,3.10713791847229,53.52000045776367,8.237800598144531,319.6000061035156,22.389999389648438,19.809999465942383,1.7231041193008423,28.68000030517578,2.1500000953674316,21.149999618530273,32.3733024597168,7.700366973876953,25.848159790039062,9.944831848144531,5.639999866485596,4.8898210525512695,9.045173645019531,5.677000045776367,25.67589569091797,0.07532650232315063,12.800716400146484,5.659999847412109,21.56999969482422,21.4207706451416,6.0,11.670000076293945,27.5,8.858936309814453,30.899999618530273,198.24000549316406,32.189998626708984,27.360000610351562,8.332662582397461,9.720000267028809,17.06079864501953,14.84000015258789,793.0,18.6200008392334,17.54966926574707,6.471924781799316,22.360000610351562,10.080644607543945,10.449369430541992
2005-01-12,10.630000114440918,10.938301086425781,18.62125015258789,85.0,14.84000015258789,50.314537048339844,0.9871318340301514,12.12239933013916,14.484251022338867,7.970216274261475,9.917499542236328,14.387635231018066,13.352360725402832,5.844961166381836,21.37256622314453,9.834007263183594,23.229999542236328,12.512267112731934,42.099998474121094,21.00702667236328,9.551111221313477,7.040238857269287,23.650165557861328,6.450462341308594,22.947612762451172,19.25,14.058612823486328,11.117788314819336,9.630694389343262,13.386940956115723,22.387258529663086,15.020000457763672,16.690074920654297,15.622160911560059,7.804455757141113,15.930000305175781,29.484214782714844,4.670000076293945,5.006058216094971,15.449999809265137,4.840000152587891,13.958370208740234,11.427820205688477,0.15000000596046448,7.760000228881836,19.00214195251465,7.877500057220459,32.78080749511719,13.168478965759277,50.90999984741211,29.825542449951172,26.924097061157227,17.709999084472656,3.5299999713897705,28.55556297302246,17.5,18.246458053588867,4.452308654785156,17.94374656677246,44.459999084472656,11.479999542236328,22.719999313354492,7.2176313400268555,31.614999771118164,12.671172142028809,5.369999885559082,17.239999771118164,18.600000381469727,19.520000457763672,7.489999771118164,25.996286392211914,24.639999389648438,14.616040229797363,10.899999618530273,15.03499984741211,3.1672463417053223,54.15999984741211,8.441092491149902,327.20001220703125,22.34000015258789,21.139999389648438,1.74425208568573,28.700000762939453,2.1500000953674316,20.860000610351562,31.953519821166992,7.782139301300049,25.41509246826172,9.571410179138184,5.667500019073486,4.810311794281006,8.959754943847656,5.763000011444092,26.0017147064209,0.07469292730093002,12.902643203735352,5.650000095367432,21.299999237060547,21.921457290649414,6.099999904632568,12.079999923706055,27.450000762939453,8.638182640075684,31.079999923706055,197.8800048828125,33.36000061035156,29.239999771118164,8.673765182495117,9.350000381469727,17.012256622314453,14.640000343322754,811.0,19.65333366394043,17.61079978942871,6.343538284301758,22.920000076293945,10.328783988952637,10.425898551940918
2005-01-13,10.479999542236328,10.938301086425781,18.26662254333496,85.0,14.470000267028809,49.91289138793945,1.0525786876678467,11.917061805725098,14.36133098602295,8.010705947875977,9.822500228881836,14.462496757507324,13.042387962341309,5.8187103271484375,21.108882904052734,9.582282066345215,22.989999771118164,12.36730670928955,41.20000076293945,20.599998474121094,9.555556297302246,6.905977249145508,23.118099212646484,6.27153205871582,22.672277450561523,18.8700008392334,13.753201484680176,10.960785865783691,9.499465942382812,13.190407752990723,22.09765625,15.15999984741211,16.325410842895508,15.422003746032715,7.937936305999756,16.0,29.104290008544922,4.800000190734863,4.927963733673096,16.3700008392334,4.710000038146973,13.847761154174805,10.855533599853516,0.15000000596046448,7.690000057220459,18.887346267700195,7.697500228881836,32.90913009643555,13.100472450256348,51.060001373291016,29.12002944946289,26.742963790893555,17.5,3.5899999141693115,28.31447410583496,17.479999542236328,17.717376708984375,4.441392421722412,18.10011863708496,43.2599983215332,11.319999694824219,21.920000076293945,7.118802070617676,31.829999923706055,12.766996383666992,5.369999885559082,17.375,18.25,19.149999618530273,9.1899995803833,26.045494079589844,24.84000015258789,14.481404304504395,10.800000190734863,14.734999656677246,3.0239109992980957,53.040000915527344,8.42341423034668,325.3999938964844,22.18000030517578,20.510000228881836,1.7200827598571777,29.0,2.200000047683716,20.479999542236328,31.76361846923828,7.8684587478637695,24.251754760742188,9.404352188110352,5.519999980926514,4.691047191619873,8.79603099822998,5.691999912261963,25.342132568359375,0.07546759396791458,12.571372032165527,5.960000038146973,22.875,21.946489334106445,5.849999904632568,12.260000228881836,27.469999313354492,8.427026748657227,30.989999771118164,201.72000122070312,32.040000915527344,28.200000762939453,8.508085250854492,8.960000038146973,16.91518783569336,14.6899995803833,806.0,19.799999237060547,17.46306610107422,6.168462753295898,22.3700008392334,9.96277904510498,10.914098739624023
2005-01-14,10.720000267028809,11.060019493103027,18.162324905395508,84.5,14.5600004196167,49.727928161621094,1.0586098432540894,12.12239933013916,14.536005973815918,7.943220615386963,10.032500267028809,14.656271934509277,13.193403244018555,5.853708267211914,21.306640625,9.901129722595215,22.799999237060547,12.61144733428955,41.84000015258789,21.046735763549805,10.102222442626953,7.040238857269287,23.894908905029297,6.289424896240234,23.403640747070312,18.899999618530273,14.06787395477295,11.000035285949707,9.70359992980957,13.306008338928223,22.437625885009766,15.15999984741211,16.45754051208496,15.765135765075684,8.204891204833984,16.56999969482422,29.109289169311523,4.900000095367432,5.0020527839660645,16.059999465942383,4.739999771118164,13.921504020690918,11.535122871398926,0.13500000536441803,7.75,19.159236907958984,7.829999923706055,33.05122375488281,13.261215209960938,51.20000076293945,29.19611167907715,26.828996658325195,17.530000686645508,3.859999895095825,28.743080139160156,17.6200008392334,17.96609115600586,4.58149528503418,18.12357521057129,43.08000183105469,11.399999618530273,22.65999984741211,7.097184181213379,31.594999313354492,12.597457885742188,5.570000171661377,17.959999084472656,18.5,19.940000534057617,9.9399995803833,26.275117874145508,24.639999389648438,14.548722267150879,11.109999656677246,14.739999771118164,3.0424063205718994,53.7599983215332,8.485285758972168,323.3999938964844,23.010000228881836,20.3700008392334,1.7447561025619507,29.549999237060547,2.299999952316284,20.940000534057617,31.66366958618164,7.959318161010742,24.61688995361328,9.443659782409668,5.599999904632568,4.671169757843018,9.028564453125,5.815999984741211,25.89046287536621,0.07571385055780411,12.894146919250488,6.010000228881836,23.225000381469727,22.19682502746582,6.050000190734863,12.539999961853027,27.809999465942383,8.580595016479492,30.469999313354492,203.52000427246094,32.7599983215332,29.15999984741211,8.771223068237305,8.819999694824219,17.22258758544922,14.899999618530273,813.0,19.206666946411133,17.478349685668945,6.238491058349609,22.5,9.96277904510498,11.139423370361328
